rank,team_name,event,country,year,division,event_category,workout_filter,Strength,Endurance,MetCon X,1RM Strict Press,3RM Back Squat,5RM Deadlift,Run,Row,Points
8,Andreza Coelho de Jesus & Josefine Gylden,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX Lite,Endurance,,,,,,,2.71KM,4.321KM,8
9,Hanna Draxl & Lisa Kogler,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX Lite,Endurance,,,,,,,3KM,3.719KM,9
10,Emina Kösger & Sultan Atalay,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX Lite,Endurance,,,,,,,2.677KM,3.832KM,10
11,Jette Dall Andersen & Iben Andersen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX Lite,Endurance,,,,,,,2.5KM,3.889KM,11
12,Victoria vicfullwood@gmail.com & Louise Kateley,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX Lite,Endurance,,,,,,,2.582KM,3.663KM,12
1,Josephine Asperup & Malthe Kring,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Lite,Strength,,,,108KG,245KG,275KG,,,1
2,Joseph Turton & Phoebe Turton,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Lite,Strength,,,,91KG,210KG,242KG,,,2
3,Peter Mortensen & Linda Petersen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Lite,Strength,,,,107KG,180KG,240KG,,,3
4,Elio Daniele & Sandra Lind Thorsteinsdóttir,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Lite,Strength,,,,95KG,190KG,223KG,,,4
5,Michelle Bøgelund & Nicolaj Kjerstein Overgaard,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Lite,Strength,,,,107KG,180KG,220KG,,,5
6,Benedikt Grimm & Aylin Gün,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Lite,Strength,,,,98KG,170KG,205KG,,,6
7,Evgeny Karev & Elena Kareva,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Lite,Strength,,,,88KG,150KG,150KG,,,7
8,Oskar Aurell & Marie Aurell,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Lite,Strength,,,,70KG,130KG,180KG,,,8
9,Annabelle Searle & Rob Fullwood,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Lite,Strength,,,,56KG,80KG,107KG,,,9
1,Peter Mortensen & Linda Petersen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Lite,MetCon X,,,11:52,,,,,,1
2,Benedikt Grimm & Aylin Gün,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Lite,MetCon X,,,12:09,,,,,,2
3,Josephine Asperup & Malthe Kring,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Lite,MetCon X,,,13:43,,,,,,3
4,Elio Daniele & Sandra Lind Thorsteinsdóttir,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Lite,MetCon X,,,13:59,,,,,,4
5,Michelle Bøgelund & Nicolaj Kjerstein Overgaard,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Lite,MetCon X,,,14:40,,,,,,5
6,Oskar Aurell & Marie Aurell,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Lite,MetCon X,,,16:24,,,,,,6
7,Evgeny Karev & Elena Kareva,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Lite,MetCon X,,,16:32,,,,,,7
8,Joseph Turton & Phoebe Turton,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Lite,MetCon X,,,16:44,,,,,,8
9,Annabelle Searle & Rob Fullwood,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Lite,MetCon X,,,25:12,,,,,,9
1,Klaus Uggerhøj & Julian Kragh-Maschvitsz,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Strength,,,,182KG,380KG,460KG,,,1
2,Carl Erik  Gustaf Karlsson  & Hugo Jansson,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Strength,,,,165KG,370KG,420KG,,,2
3,Sam Morris & Bevan Jay,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Strength,,,,200KG,385KG,365KG,,,3
4,Cristiano Silva & Pedro Pereira,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Strength,,,,170KG,335KG,415KG,,,4
5,Gustav Falholt & Jeppe Ormstrup,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Strength,,,,166KG,342KG,405KG,,,5
6,Lee Collins & PD Savage,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Strength,,,,182KG,346KG,375KG,,,6
7,Casper Mortensen & Kasper Sølvstrøm Jensen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Strength,,,,167KG,331KG,377KG,,,7
8,jason schoch & luca bienz,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Strength,,,,162KG,311KG,370KG,,,8
9,Max Rosenthal & Cheikh Tidiane Thiam,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Strength,,,,169KG,305KG,365KG,,,9
10,Nicolai Mainz & Patrick Nielsen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Strength,,,,160KG,305KG,350KG,,,10
11,Morten Nørgaard Pedersen & Yakup Øzkir,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Strength,,,,150KG,292KG,370KG,,,11
12,Arkadiusz Grabowiec & Artur Busz,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Strength,,,,145KG,305KG,350KG,,,12
13,Benjamin Stender & Dan Andersen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Strength,,,,162KG,260KG,338KG,,,13
14,Peter Schnor & Rasmus Jensen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Strength,,,,158KG,260KG,310KG,,,14
15,Ronaldas Aliubavicius & Daniel Albarracin,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Strength,,,,145KG,275KG,305KG,,,15
16,Morten Thulstrup & Andreas Runge Vestergaard,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Strength,,,,124KG,250KG,300KG,,,16
17,Brendan OBrien & Christopher Reeves,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Strength,,,,129KG,220KG,300KG,,,17
1,Lee Collins & PD Savage,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,MetCon X,,,13:52,,,,,,1
2,Klaus Uggerhøj & Julian Kragh-Maschvitsz,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,MetCon X,,,13:55,,,,,,2
3,Carl Erik  Gustaf Karlsson  & Hugo Jansson,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,MetCon X,,,14:01,,,,,,3
4,Sam Morris & Bevan Jay,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,MetCon X,,,14:09,,,,,,4
5,Arkadiusz Grabowiec & Artur Busz,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,MetCon X,,,14:35,,,,,,5
6,Cristiano Silva & Pedro Pereira,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,MetCon X,,,15:12,,,,,,6
7,Nicolai Mainz & Patrick Nielsen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,MetCon X,,,15:33,,,,,,7
8,Gustav Falholt & Jeppe Ormstrup,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,MetCon X,,,15:46,,,,,,8
9,jason schoch & luca bienz,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,MetCon X,,,15:52,,,,,,9
10,Benjamin Stender & Dan Andersen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,MetCon X,,,17:11,,,,,,10
11,Casper Mortensen & Kasper Sølvstrøm Jensen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,MetCon X,,,17:50,,,,,,11
12,Morten Nørgaard Pedersen & Yakup Øzkir,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,MetCon X,,,18:03,,,,,,12
13,Morten Thulstrup & Andreas Runge Vestergaard,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,MetCon X,,,19:03,,,,,,13
14,Brendan OBrien & Christopher Reeves,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,MetCon X,,,20:28,,,,,,14
15,Peter Schnor & Rasmus Jensen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,MetCon X,,,22:19,,,,,,15
16,Max Rosenthal & Cheikh Tidiane Thiam,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,MetCon X,,,23:02,,,,,,16
17,Ronaldas Aliubavicius & Daniel Albarracin,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,MetCon X,,,23:33,,,,,,17
1,Sam Morris & Bevan Jay,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Endurance,,,,,,,4.921KM,6.077KM,1
2,Carl Erik  Gustaf Karlsson  & Hugo Jansson,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Endurance,,,,,,,4.689KM,5.919KM,2
3,Morten Nørgaard Pedersen & Yakup Øzkir,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Endurance,,,,,,,4.835KM,5.767KM,3
4,Arkadiusz Grabowiec & Artur Busz,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Endurance,,,,,,,4.526KM,5.933KM,4
5,Klaus Uggerhøj & Julian Kragh-Maschvitsz,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Endurance,,,,,,,4.707KM,5.714KM,5
6,Cristiano Silva & Pedro Pereira,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Endurance,,,,,,,4.425KM,5.733KM,6
7,Benjamin Stender & Dan Andersen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Endurance,,,,,,,4.4KM,5.679KM,7
8,Lee Collins & PD Savage,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Endurance,,,,,,,3.834KM,6.165KM,8
9,Morten Thulstrup & Andreas Runge Vestergaard,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Endurance,,,,,,,4.088KM,5.816KM,9
10,Nicolai Mainz & Patrick Nielsen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Endurance,,,,,,,4.384KM,5.491KM,10
11,Brendan OBrien & Christopher Reeves,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Endurance,,,,,,,4.421KM,5.416KM,11
12,jason schoch & luca bienz,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Endurance,,,,,,,4.221KM,5.564KM,12
13,Gustav Falholt & Jeppe Ormstrup,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Endurance,,,,,,,3.531KM,6.105KM,13
14,Casper Mortensen & Kasper Sølvstrøm Jensen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Endurance,,,,,,,3.669KM,5.592KM,14
15,Peter Schnor & Rasmus Jensen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Endurance,,,,,,,3.881KM,5.262KM,15
16,Ronaldas Aliubavicius & Daniel Albarracin,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Endurance,,,,,,,3.81KM,5.258KM,16
17,Max Rosenthal & Cheikh Tidiane Thiam,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Male,ATHX Pro,Endurance,,,,,,,3.505KM,5.182KM,17
1,Cecilie Emily  Brøndum Aaen & Laura Valgreen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,6 (499KG),1 (10.098KM),2 (13:01),,,,,,9
2,Alena Roth & Anna Blank,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,12 (479KG),3 (9.479KM),1 (12:41),,,,,,16
3,Nina Nemcova & Nicole Leinberger,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,3 (522KG),9 (8.996KM),4 (14:30),,,,,,16
4,Lea Molsted & Aja Søgaard,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,7 (495KG),5 (9.227KM),5 (14:42),,,,,,17
5,Hayley Irwin & Lara Gadsdon,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,2 (550KG),12 (8.814KM),9 (14:56),,,,,,23
6,Jennifer Morrice & Maja Storn,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,19 (454KG),2 (9.604KM),3 (14:18),,,,,,24
7,Cara Goldberg & Carrie Carlton,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,8 (492KG),10 (8.848KM),11 (15:19),,,,,,29
8,Camilla Erlandsen & Lene Thomsen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,4 (513KG),13 (8.785KM),18 (16:52),,,,,,35
9,Sarah Kragh-Maschvitsz & Sara Kowalczyk,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,16 (465KG),7 (9.091KM),13 (15:40),,,,,,36
9,Kajsa Karlsson & Linnea Lindblom,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,18 (462KG),11 (8.825KM),7 (14:49),,,,,,36
11,Julie Bjerregaard Jensen & Elvira Lauritzen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,23 (442KG),6 (9.093KM),8 (14:51),,,,,,37
12,Ditte Juhl Nissen & Emily Pauly kok,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,25 (433KG),8 (9.014KM),6 (14:45),,,,,,39
13,Lili Leopold & Dora Illes,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,14 (472KG),16 (8.689KM),12 (15:38),,,,,,42
14,Kira Langmaack & Julie Tiede,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,21 (444KG),14 (8.719KM),10 (15:16),,,,,,45
15,Paulina Heine & Caroline Skyldal,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,27 (411KG),4 (9.299KM),20 (17:02),,,,,,51
16,Henriette Laursen & Ann-sophie Eriksen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,24 (436KG),15 (8.71KM),15 (16:19),,,,,,54
17,My de Caprétz & Kajsa Svensson,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,8 (492KG),30 (8.322KM),17 (16:51),,,,,,55
18,Claudia Luscombe-Whyte & Gilda Trapani,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,5 (504KG),35 (8.039KM),16 (16:23),,,,,,56
19,Astrid Nielsen & Cecilie Scharff,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,10 (488KG),27 (8.36KM),21 (17:44),,,,,,58
19,Josephine Lippert & Malene Clarin Frandsen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,13 (473KG),20 (8.58KM),25 (17:51),,,,,,58
21,Jeska Naujoks & Christina Naideni,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,11 (480KG),23 (8.529KM),27 (18:05),,,,,,61
22,Minmin Zhao & Sofia Nilsson,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,1 (570KG),31 (8.271KM),33 (19:09),,,,,,65
23,Olga Kelbin & Johanna Jansen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,16 (465KG),21 (8.579KM),30 (18:31),,,,,,67
23,Camilla Blankenfeldt & Emilie Pedersen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,36 (386KG),17 (8.63KM),14 (16:10),,,,,,67
25,Anja Dyrholm & Katrine Pedersen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,33 (395KG),18 (8.615KM),23 (17:47),,,,,,74
26,Katharina Raimann & Laura Olbrich,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,35 (388KG),25 (8.521KM),22 (17:45),,,,,,82
27,Giulia Bianchino & Chiara Menegatti,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,20 (447KG),29 (8.337KM),37 (19:56),,,,,,86
28,Svenja Tschannen & Jessica Bienz,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,31 (397KG),33 (8.228KM),24 (17:48),,,,,,88
29,Cassandra Malmström & Sara Malm,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,21 (444KG),34 (8.147KM),35 (19:44),,,,,,90
30,Melanie Jopp & Ronja Bubert,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,44 (349KG),19 (8.59KM),29 (18:15),,,,,,92
31,Sofie Engell & Line Skov,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,36 (386KG),32 (8.239KM),26 (17:59),,,,,,94
31,Kathrin Kammerer & Andrea Eskütt,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,32 (396KG),26 (8.449KM),36 (19:47),,,,,,94
33,Lise Ahm Jensen & Maria skyldal Nielsen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,29 (406KG),36 (8.035KM),31 (18:59),,,,,,96
33,Eva Hannes & Lisa-Sophia Zöllner,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,40 (360KG),28 (8.339KM),28 (18:14),,,,,,96
35,Natalie Bates & Kathrine Kloch,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,43 (352KG),22 (8.552KM),32 (19:05),,,,,,97
36,Cecilie Dahl-wrønding & Charlotte Krøijer Hansen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,26 (426KG),40 (7.859KM),34 (19:39),,,,,,100
37,Donna Schack Dyg & Maria Robenhagen Jensen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,15 (466KG),46 (7.609KM),40 (20:51),,,,,,101
38,Gitte Maria Kortsen Foget & Sara Juul Damgaard,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,30 (401KG),37 (7.945KM),38 (20:12),,,,,,105
39,alex faulkner & Hannah Peyton,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,48 (265KG),23 (8.529KM),39 (20:34),,,,,,110
40,Maria Standal & Viktoryia Shyshova,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,34 (390KG),38 (7.944KM),41 (21:37),,,,,,113
41,Maria Gonzalez & Shadi Javadian,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,28 (408KG),47 (7.579KM),43 (21:49),,,,,,118
42,Line Husman & Julie Bygholm,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,38 (378KG),39 (7.863KM),42 (21:38),,,,,,119
43,Trine Knigge & Anja Kindtler,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,42 (357KG),42 (7.759KM),44 (22:16),,,,,,128
44,Jo-Ann Duus-Lund & Natalia Brungaard Kanstrup,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,39 (363KG),44 (7.723KM),47 (23:34),,,,,,130
44,Sofie Louise Madsen & Emilie Madsen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,41 (359KG),41 (7.789KM),48 (24:24),,,,,,130
46,Lisa Greppi & Miriam Nicchi,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,45 (347KG),45 (7.672KM),45 (22:30),,,,,,135
47,Benedetta Puca & Sonia Serafini,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,47 (278KG),43 (7.753KM),46 (22:51),,,,,,136
48,Katarina  Leger & Selma Bodvarsdottir,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Female,ATHX,Overall,46 (282KG),48 (7.505KM),49 (25:24),,,,,,143
1,Phil Hesketh & Mia Hesketh,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Overall,1 (832KG),4 (10.12KM),1 (12:50),,,,,,6
2,Astrid Tind & Viktor Munter,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Overall,2 (828KG),3 (10.206KM),2 (12:54),,,,,,7
3,Karim Djidel & Robin Swinkels,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Overall,3 (801KG),6 (10.029KM),3 (13:26),,,,,,12
4,Anton Schjødt & Louise Jeanette Jensen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Overall,11 (653KG),2 (10.302KM),7 (14:00),,,,,,20
5,Jasmine Werner & Alexander Andersen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Overall,5 (774KG),11 (9.716KM),4 (13:27),,,,,,20
6,Emma Häggström & Adam Selmani,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Overall,9 (680KG),7 (10.024KM),8 (14:01),,,,,,24
7,Miriam Nowara & Max Dancau,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Overall,19 (555KG),1 (10.523KM),5 (13:46),,,,,,25
8,Julia Maciuszek & Anton Bayaryn,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Overall,12 (645KG),5 (10.109KM),10 (14:25),,,,,,27
8,Lukasz Debek & Lucy Lloyd,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Overall,4 (775KG),12 (9.403KM),11 (15:10),,,,,,27
8,Morgane Eckert & JECHOUX TOMMY,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Overall,8 (690KG),10 (9.798KM),9 (14:16),,,,,,27
11,Markus Spöhnmann & Amelie Sinz,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Overall,15 (621KG),9 (9.838KM),6 (13:47),,,,,,30
12,Jon Moss & Sadie Moss,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Overall,6 (734KG),13 (9.344KM),13 (16:32),,,,,,32
13,Lasse Vincent Wøbbe-Lange & Astrid Høgedal,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Overall,17 (612KG),8 (9.967KM),12 (16:28),,,,,,37
14,Nicoline Molina & Victor Nielsen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Overall,7 (720KG),14 (9.305KM),17 (18:31),,,,,,38
15,Brigita Derdic & Christoffer Gudmundsson,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Overall,10 (663KG),17 (9.118KM),14 (17:25),,,,,,41
16,Brian Høier Andersen & Ditte Marie Høier Andersen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Overall,13 (637KG),15 (9.262KM),15 (18:05),,,,,,43
17,Lukas Ksoll & Johanna Baganz,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Overall,16 (620KG),18 (8.923KM),15 (18:05),,,,,,49
18,Nadia Vestergaard & Mathias Hjorth Andersen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Overall,18 (571KG),16 (9.188KM),17 (18:31),,,,,,51
19,Reika Morgan & Tobias Bøndergaard,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Overall,14 (627KG),19 (8.9KM),19 (18:45),,,,,,52
1,Miriam Nowara & Max Dancau,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Endurance,,,,,,,4.865KM,5.658KM,1
2,Anton Schjødt & Louise Jeanette Jensen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Endurance,,,,,,,4.663KM,5.639KM,2
3,Astrid Tind & Viktor Munter,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Endurance,,,,,,,4.6KM,5.606KM,3
4,Phil Hesketh & Mia Hesketh,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Endurance,,,,,,,4.48KM,5.64KM,4
5,Julia Maciuszek & Anton Bayaryn,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Endurance,,,,,,,4.604KM,5.505KM,5
6,Karim Djidel & Robin Swinkels,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Endurance,,,,,,,4.161KM,5.868KM,6
7,Emma Häggström & Adam Selmani,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Endurance,,,,,,,4.34KM,5.684KM,7
8,Lasse Vincent Wøbbe-Lange & Astrid Høgedal,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Endurance,,,,,,,4.54KM,5.427KM,8
9,Markus Spöhnmann & Amelie Sinz,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Endurance,,,,,,,4.403KM,5.435KM,9
10,Morgane Eckert & JECHOUX TOMMY,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Endurance,,,,,,,4.145KM,5.653KM,10
11,Jasmine Werner & Alexander Andersen,ATHX COPENHAGEN 2026,Denmark 🇩🇰,2026,Mixed,ATHX Pro,Endurance,,,,,,,4KM,5.716KM,11
